image_id,file,model,num_gt,num_pred,time_sec
3409,Wrench (593)_JPEG.rf.15jCuZjpMGLRPpqHnVbJ.JPEG,OWLv2,1,1,0.184953
3409,Wrench (593)_JPEG.rf.15jCuZjpMGLRPpqHnVbJ.JPEG,Grounding DINO,1,8,0.394157
908,Hammer (1758)_JPEG.rf.06wufrk8MQRIEFbVcY7Q.JPEG,YOLO fine-tuned,2,16,0.019805
908,Hammer (1758)_JPEG.rf.06wufrk8MQRIEFbVcY7Q.JPEG,OWL-ViT,2,6,0.067573
908,Hammer (1758)_JPEG.rf.06wufrk8MQRIEFbVcY7Q.JPEG,OWLv2,2,43,1.277757
908,Hammer (1758)_JPEG.rf.06wufrk8MQRIEFbVcY7Q.JPEG,Grounding DINO,2,72,0.365583
4858,Wrench (675)_JPEG.rf.ueZ75j8D1FebKij7EeaT.JPEG,YOLO fine-tuned,1,1,0.019474
4858,Wrench (675)_JPEG.rf.ueZ75j8D1FebKij7EeaT.JPEG,OWL-ViT,1,1,0.068638
4858,Wrench (675)_JPEG.rf.ueZ75j8D1FebKij7EeaT.JPEG,OWLv2,1,2,1.274871
4858,Wrench (675)_JPEG.rf.ueZ75j8D1FebKij7EeaT.JPEG,Grounding DINO,1,12,0.282868
3621,Hammer (1531)_JPEG.rf.NEJwSRhvkpIDJG2c2cpP.JPEG,YOLO fine-tuned,1,25,0.020029
3621,Hammer (1531)_JPEG.rf.NEJwSRhvkpIDJG2c2cpP.JPEG,OWL-ViT,1,12,0.068877
3621,Hammer (1531)_JPEG.rf.NEJwSRhvkpIDJG2c2cpP.JPEG,OWLv2,1,14,1.269839
3621,Hammer (1531)_JPEG.rf.NEJwSRhvkpIDJG2c2cpP.JPEG,Grounding DINO,1,49,0.385713
2809,Screwdriver (699)_JPEG.rf.YoI7jPTuHZOp0L4QgEkV.JPEG,YOLO fine-tuned,5,52,0.019399
2809,Screwdriver (699)_JPEG.rf.YoI7jPTuHZOp0L4QgEkV.JPEG,OWL-ViT,5,30,0.071108
2809,Screwdriver (699)_JPEG.rf.YoI7jPTuHZOp0L4QgEkV.JPEG,OWLv2,5,71,1.275246
2809,Screwdriver (699)_JPEG.rf.YoI7jPTuHZOp0L4QgEkV.JPEG,Grounding DINO,5,65,0.343187
1302,Hammer (2207)_JPEG.rf.4OJoIlpFjVMrigX1EMsO.JPEG,YOLO fine-tuned,1,5,0.018230
1302,Hammer (2207)_JPEG.rf.4OJoIlpFjVMrigX1EMsO.JPEG,OWL-ViT,1,5,0.070561
1302,Hammer (2207)_JPEG.rf.4OJoIlpFjVMrigX1EMsO.JPEG,OWLv2,1,4,1.274111
1302,Hammer (2207)_JPEG.rf.4OJoIlpFjVMrigX1EMsO.JPEG,Grounding DINO,1,18,0.359237
677,Screwdriver (1115)_JPEG.rf.R2zDQV0TBf2pHX0Ny6ba.JPEG,YOLO fine-tuned,8,31,0.019009
677,Screwdriver (1115)_JPEG.rf.R2zDQV0TBf2pHX0Ny6ba.JPEG,OWL-ViT,8,24,0.070012
677,Screwdriver (1115)_JPEG.rf.R2zDQV0TBf2pHX0Ny6ba.JPEG,OWLv2,8,55,1.274360
677,Screwdriver (1115)_JPEG.rf.R2zDQV0TBf2pHX0Ny6ba.JPEG,Grounding DINO,8,55,0.302549
3352,000465_jpg.rf.SMf7SVUI70sNGeLW6ozl.jpg,YOLO fine-tuned,3,26,0.017766
3352,000465_jpg.rf.SMf7SVUI70sNGeLW6ozl.jpg,OWL-ViT,3,8,0.068897
3352,000465_jpg.rf.SMf7SVUI70sNGeLW6ozl.jpg,OWLv2,3,48,1.278439
3352,000465_jpg.rf.SMf7SVUI70sNGeLW6ozl.jpg,Grounding DINO,3,88,0.401275
2030,Screwdriver (82)_JPEG.rf.YVBuLvXS35bdEs8Lebi5.JPEG,YOLO fine-tuned,3,10,0.019492
2030,Screwdriver (82)_JPEG.rf.YVBuLvXS35bdEs8Lebi5.JPEG,OWL-ViT,3,19,0.069682
2030,Screwdriver (82)_JPEG.rf.YVBuLvXS35bdEs8Lebi5.JPEG,OWLv2,3,44,1.272529
2030,Screwdriver (82)_JPEG.rf.YVBuLvXS35bdEs8Lebi5.JPEG,Grounding DINO,3,55,0.340459
4347,plier--87-_jpg.rf.1MYM6dLdVAPfEu9a5GhF.jpg,YOLO fine-tuned,1,4,0.020015
4347,plier--87-_jpg.rf.1MYM6dLdVAPfEu9a5GhF.jpg,OWL-ViT,1,6,0.075191
4347,plier--87-_jpg.rf.1MYM6dLdVAPfEu9a5GhF.jpg,OWLv2,1,5,1.274771
4347,plier--87-_jpg.rf.1MYM6dLdVAPfEu9a5GhF.jpg,Grounding DINO,1,18,0.279310
2667,000145_jpg.rf.7caYRZ8pLjDM6zCfxpnL.jpg,YOLO fine-tuned,7,16,0.019085
2667,000145_jpg.rf.7caYRZ8pLjDM6zCfxpnL.jpg,OWL-ViT,7,19,0.070026
2667,000145_jpg.rf.7caYRZ8pLjDM6zCfxpnL.jpg,OWLv2,7,21,1.273946
2667,000145_jpg.rf.7caYRZ8pLjDM6zCfxpnL.jpg,Grounding DINO,7,41,0.337576
4259,000571_jpg.rf.jGJSy3uBkDjEjHTdZTjE.jpg,YOLO fine-tuned,2,28,0.019523
4259,000571_jpg.rf.jGJSy3uBkDjEjHTdZTjE.jpg,OWL-ViT,2,21,0.070197
4259,000571_jpg.rf.jGJSy3uBkDjEjHTdZTjE.jpg,OWLv2,2,34,1.271044
4259,000571_jpg.rf.jGJSy3uBkDjEjHTdZTjE.jpg,Grounding DINO,2,48,0.375781
2719,000228_jpg.rf.aDPVrfvetIamfEXZHLwT.jpg,YOLO fine-tuned,1,3,0.079300
2719,000228_jpg.rf.aDPVrfvetIamfEXZHLwT.jpg,OWL-ViT,1,3,0.068863
2719,000228_jpg.rf.aDPVrfvetIamfEXZHLwT.jpg,OWLv2,1,3,1.268094
2719,000228_jpg.rf.aDPVrfvetIamfEXZHLwT.jpg,Grounding DINO,1,27,0.279173
439,000183_jpg.rf.v37xRtkPaf3lIxRmVirv.jpg,YOLO fine-tuned,1,1,0.019108
439,000183_jpg.rf.v37xRtkPaf3lIxRmVirv.jpg,OWL-ViT,1,2,0.069493
439,000183_jpg.rf.v37xRtkPaf3lIxRmVirv.jpg,OWLv2,1,1,1.271043
439,000183_jpg.rf.v37xRtkPaf3lIxRmVirv.jpg,Grounding DINO,1,29,0.278426
3866,000411_jpg.rf.LmB8L5WXSwNMKBOTBfHw.jpg,YOLO fine-tuned,2,6,0.018989
3866,000411_jpg.rf.LmB8L5WXSwNMKBOTBfHw.jpg,OWL-ViT,2,9,0.071892
3866,000411_jpg.rf.LmB8L5WXSwNMKBOTBfHw.jpg,OWLv2,2,42,1.275230
3866,000411_jpg.rf.LmB8L5WXSwNMKBOTBfHw.jpg,Grounding DINO,2,64,0.281086
3855,p--52-_jpg.rf.12rvqFd8bGEb5xU5NIT8.jpg,YOLO fine-tuned,1,1,0.019044
3855,p--52-_jpg.rf.12rvqFd8bGEb5xU5NIT8.jpg,OWL-ViT,1,7,0.070808
3855,p--52-_jpg.rf.12rvqFd8bGEb5xU5NIT8.jpg,OWLv2,1,7,1.271333
3855,p--52-_jpg.rf.12rvqFd8bGEb5xU5NIT8.jpg,Grounding DINO,1,16,0.267666
601,000154_jpg.rf.jjU7eiiMv4EMRWniYoG3.jpg,YOLO fine-tuned,3,8,0.018980
601,000154_jpg.rf.jjU7eiiMv4EMRWniYoG3.jpg,OWL-ViT,3,5,0.067800
601,000154_jpg.rf.jjU7eiiMv4EMRWniYoG3.jpg,OWLv2,3,57,1.275253
601,000154_jpg.rf.jjU7eiiMv4EMRWniYoG3.jpg,Grounding DINO,3,65,0.346122
871,Wrench (870)_JPEG.rf.ojd2SGPDwPC7ZCm99d9B.JPEG,YOLO fine-tuned,1,1,0.018601
871,Wrench (870)_JPEG.rf.ojd2SGPDwPC7ZCm99d9B.JPEG,OWL-ViT,1,2,0.070407
871,Wrench (870)_JPEG.rf.ojd2SGPDwPC7ZCm99d9B.JPEG,OWLv2,1,1,1.270765
871,Wrench (870)_JPEG.rf.ojd2SGPDwPC7ZCm99d9B.JPEG,Grounding DINO,1,16,0.287786
2825,000044_jpg.rf.qsL0XIhv7bB3KB3vLSYw.jpg,YOLO fine-tuned,1,6,0.019415
2825,000044_jpg.rf.qsL0XIhv7bB3KB3vLSYw.jpg,OWL-ViT,1,1,0.068265
2825,000044_jpg.rf.qsL0XIhv7bB3KB3vLSYw.jpg,OWLv2,1,7,1.269227
2825,000044_jpg.rf.qsL0XIhv7bB3KB3vLSYw.jpg,Grounding DINO,1,25,0.372735
3405,p--97-_jpg.rf.0owtDRGWo6Mo8ym8MyKh.jpg,YOLO fine-tuned,1,1,0.020434
3405,p--97-_jpg.rf.0owtDRGWo6Mo8ym8MyKh.jpg,OWL-ViT,1,11,0.070427
3405,p--97-_jpg.rf.0owtDRGWo6Mo8ym8MyKh.jpg,OWLv2,1,3,1.280190
3405,p--97-_jpg.rf.0owtDRGWo6Mo8ym8MyKh.jpg,Grounding DINO,1,16,0.271488
1227,000484_jpg.rf.QDhdPsdHQ6F3apk0TOEj.jpg,YOLO fine-tuned,10,73,0.018996
1227,000484_jpg.rf.QDhdPsdHQ6F3apk0TOEj.jpg,OWL-ViT,10,108,0.069244
1227,000484_jpg.rf.QDhdPsdHQ6F3apk0TOEj.jpg,OWLv2,10,274,1.273121
1227,000484_jpg.rf.QDhdPsdHQ6F3apk0TOEj.jpg,Grounding DINO,10,112,0.405927
370,p--75-_jpg.rf.R7DlzoisAmss4i5idlIE.jpg,YOLO fine-tuned,1,7,0.019719
370,p--75-_jpg.rf.R7DlzoisAmss4i5idlIE.jpg,OWL-ViT,1,7,0.068943
370,p--75-_jpg.rf.R7DlzoisAmss4i5idlIE.jpg,OWLv2,1,1,1.273420
370,p--75-_jpg.rf.R7DlzoisAmss4i5idlIE.jpg,Grounding DINO,1,20,0.271734
5197,p--45-_jpg.rf.uYtok0alfXPMg5Wit8Eh.jpg,YOLO fine-tuned,1,1,0.019481
5197,p--45-_jpg.rf.uYtok0alfXPMg5Wit8Eh.jpg,OWL-ViT,1,6,0.068794
5197,p--45-_jpg.rf.uYtok0alfXPMg5Wit8Eh.jpg,OWLv2,1,7,1.277414
5197,p--45-_jpg.rf.uYtok0alfXPMg5Wit8Eh.jpg,Grounding DINO,1,23,0.279045
4556,000212_jpg.rf.XO7WeBmjRTfPYc72Gdzi.jpg,YOLO fine-tuned,1,1,0.078066
4556,000212_jpg.rf.XO7WeBmjRTfPYc72Gdzi.jpg,OWL-ViT,1,3,0.069698
4556,000212_jpg.rf.XO7WeBmjRTfPYc72Gdzi.jpg,OWLv2,1,4,1.274179
4556,000212_jpg.rf.XO7WeBmjRTfPYc72Gdzi.jpg,Grounding DINO,1,20,0.292823
2776,Wrench (168)_JPEG.rf.gHH1kxIVfUle68OXjb4O.JPEG,YOLO fine-tuned,2,7,0.018820
2776,Wrench (168)_JPEG.rf.gHH1kxIVfUle68OXjb4O.JPEG,OWL-ViT,2,9,0.072785
2776,Wrench (168)_JPEG.rf.gHH1kxIVfUle68OXjb4O.JPEG,OWLv2,2,11,1.271430
2776,Wrench (168)_JPEG.rf.gHH1kxIVfUle68OXjb4O.JPEG,Grounding DINO,2,49,0.294284
5113,p--220-_jpg.rf.iVruGGc6ERjX0t2CuJYg.jpg,YOLO fine-tuned,1,9,0.019199
5113,p--220-_jpg.rf.iVruGGc6ERjX0t2CuJYg.jpg,OWL-ViT,1,11,0.069531
5113,p--220-_jpg.rf.iVruGGc6ERjX0t2CuJYg.jpg,OWLv2,1,9,1.271963
5113,p--220-_jpg.rf.iVruGGc6ERjX0t2CuJYg.jpg,Grounding DINO,1,35,0.267765
4589,000345_jpg.rf.pl42ugxQnnOb6LjjhvJE.jpg,YOLO fine-tuned,1,1,0.018385
4589,000345_jpg.rf.pl42ugxQnnOb6LjjhvJE.jpg,OWL-ViT,1,2,0.069308
4589,000345_jpg.rf.pl42ugxQnnOb6LjjhvJE.jpg,OWLv2,1,2,1.276274
4589,000345_jpg.rf.pl42ugxQnnOb6LjjhvJE.jpg,Grounding DINO,1,17,0.278715
2829,Wrench (865)_JPEG.rf.sPmxUq8WiDRDANmdJVVC.JPEG,YOLO fine-tuned,1,1,0.019282
2829,Wrench (865)_JPEG.rf.sPmxUq8WiDRDANmdJVVC.JPEG,OWL-ViT,1,1,0.068297
2829,Wrench (865)_JPEG.rf.sPmxUq8WiDRDANmdJVVC.JPEG,OWLv2,1,1,1.271266
2829,Wrench (865)_JPEG.rf.sPmxUq8WiDRDANmdJVVC.JPEG,Grounding DINO,1,14,0.270224
1557,Screwdriver (408)_JPEG.rf.iC69IxGkNb8VOSFBGib5.JPEG,YOLO fine-tuned,6,11,0.018603
1557,Screwdriver (408)_JPEG.rf.iC69IxGkNb8VOSFBGib5.JPEG,OWL-ViT,6,49,0.067508
1557,Screwdriver (408)_JPEG.rf.iC69IxGkNb8VOSFBGib5.JPEG,OWLv2,6,92,1.276378
1557,Screwdriver (408)_JPEG.rf.iC69IxGkNb8VOSFBGib5.JPEG,Grounding DINO,6,55,0.344101
3416,Hammer (965)_JPEG.rf.b1wGstq0IRHzOMaZS5OR.JPEG,YOLO fine-tuned,1,52,0.019299
3416,Hammer (965)_JPEG.rf.b1wGstq0IRHzOMaZS5OR.JPEG,OWL-ViT,1,23,0.071197
3416,Hammer (965)_JPEG.rf.b1wGstq0IRHzOMaZS5OR.JPEG,OWLv2,1,28,1.272124
3416,Hammer (965)_JPEG.rf.b1wGstq0IRHzOMaZS5OR.JPEG,Grounding DINO,1,55,0.358528
3792,Wrench (867)_JPEG.rf.1UOinOnZgTxljhsYH34G.JPEG,YOLO fine-tuned,3,5,0.022072
3792,Wrench (867)_JPEG.rf.1UOinOnZgTxljhsYH34G.JPEG,OWL-ViT,3,12,0.072690
3792,Wrench (867)_JPEG.rf.1UOinOnZgTxljhsYH34G.JPEG,OWLv2,3,10,1.273742
3792,Wrench (867)_JPEG.rf.1UOinOnZgTxljhsYH34G.JPEG,Grounding DINO,3,25,0.274088
2999,000412_jpg.rf.h1Mszq2QVNpocGimlsMw.jpg,YOLO fine-tuned,2,10,0.019113
2999,000412_jpg.rf.h1Mszq2QVNpocGimlsMw.jpg,OWL-ViT,2,30,0.070452
2999,000412_jpg.rf.h1Mszq2QVNpocGimlsMw.jpg,OWLv2,2,50,1.281304
2999,000412_jpg.rf.h1Mszq2QVNpocGimlsMw.jpg,Grounding DINO,2,64,0.311896
2978,Hammer (1016)_JPEG.rf.LsmwgKu88Rxw2L35g3Zk.JPEG,YOLO fine-tuned,1,4,0.019263
2978,Hammer (1016)_JPEG.rf.LsmwgKu88Rxw2L35g3Zk.JPEG,OWL-ViT,1,2,0.070041
2978,Hammer (1016)_JPEG.rf.LsmwgKu88Rxw2L35g3Zk.JPEG,OWLv2,1,2,1.271121
2978,Hammer (1016)_JPEG.rf.LsmwgKu88Rxw2L35g3Zk.JPEG,Grounding DINO,1,24,0.393385
564,000274_jpg.rf.uRA8xXtSkAop3EdVkzZw.jpg,YOLO fine-tuned,1,1,0.019495
564,000274_jpg.rf.uRA8xXtSkAop3EdVkzZw.jpg,OWL-ViT,1,5,0.068013
564,000274_jpg.rf.uRA8xXtSkAop3EdVkzZw.jpg,OWLv2,1,14,1.272593
564,000274_jpg.rf.uRA8xXtSkAop3EdVkzZw.jpg,Grounding DINO,1,52,0.290126
3514,Hammer (1261)_JPEG.rf.CedAKv2eXKW61EDg7T89.JPEG,YOLO fine-tuned,3,9,0.078003
3514,Hammer (1261)_JPEG.rf.CedAKv2eXKW61EDg7T89.JPEG,OWL-ViT,3,12,0.074181
3514,Hammer (1261)_JPEG.rf.CedAKv2eXKW61EDg7T89.JPEG,OWLv2,3,21,1.269529
3514,Hammer (1261)_JPEG.rf.CedAKv2eXKW61EDg7T89.JPEG,Grounding DINO,3,48,0.314261
2383,p--14-_jpg.rf.EdzTBV6LdZjjdHr8f4RV.jpg,YOLO fine-tuned,1,1,0.020405
2383,p--14-_jpg.rf.EdzTBV6LdZjjdHr8f4RV.jpg,OWL-ViT,1,3,0.070350
2383,p--14-_jpg.rf.EdzTBV6LdZjjdHr8f4RV.jpg,OWLv2,1,3,1.270427
2383,p--14-_jpg.rf.EdzTBV6LdZjjdHr8f4RV.jpg,Grounding DINO,1,16,0.277591
1733,Screwdriver (475)_JPEG.rf.pKfkIbHLlUjzGjwJMSFB.JPEG,YOLO fine-tuned,1,2,0.080562
1733,Screwdriver (475)_JPEG.rf.pKfkIbHLlUjzGjwJMSFB.JPEG,OWL-ViT,1,1,0.070592
1733,Screwdriver (475)_JPEG.rf.pKfkIbHLlUjzGjwJMSFB.JPEG,OWLv2,1,1,1.274241
1733,Screwdriver (475)_JPEG.rf.pKfkIbHLlUjzGjwJMSFB.JPEG,Grounding DINO,1,23,0.319569
2011,000139_jpg.rf.7shqMuwhVIgnKPYyNghv.jpg,YOLO fine-tuned,1,1,0.019362
2011,000139_jpg.rf.7shqMuwhVIgnKPYyNghv.jpg,OWL-ViT,1,2,0.069953
2011,000139_jpg.rf.7shqMuwhVIgnKPYyNghv.jpg,OWLv2,1,1,1.271357
2011,000139_jpg.rf.7shqMuwhVIgnKPYyNghv.jpg,Grounding DINO,1,12,0.282573
2393,Hammer (2126)_JPEG.rf.42Sd73JHt5V83NUootIM.JPEG,YOLO fine-tuned,1,13,0.019011
2393,Hammer (2126)_JPEG.rf.42Sd73JHt5V83NUootIM.JPEG,OWL-ViT,1,6,0.068729
2393,Hammer (2126)_JPEG.rf.42Sd73JHt5V83NUootIM.JPEG,OWLv2,1,3,1.275189
2393,Hammer (2126)_JPEG.rf.42Sd73JHt5V83NUootIM.JPEG,Grounding DINO,1,34,0.380380
224,Screwdriver (227)_JPEG.rf.wCuGzrautdlctb8LMfWp.JPEG,YOLO fine-tuned,1,7,0.019908
224,Screwdriver (227)_JPEG.rf.wCuGzrautdlctb8LMfWp.JPEG,OWL-ViT,1,2,0.068180
224,Screwdriver (227)_JPEG.rf.wCuGzrautdlctb8LMfWp.JPEG,OWLv2,1,3,1.273517
224,Screwdriver (227)_JPEG.rf.wCuGzrautdlctb8LMfWp.JPEG,Grounding DINO,1,22,0.346596
2474,000098_jpg.rf.xzRV5U6O6QhScxZKI84h.jpg,YOLO fine-tuned,1,3,0.018710
2474,000098_jpg.rf.xzRV5U6O6QhScxZKI84h.jpg,OWL-ViT,1,1,0.071538
2474,000098_jpg.rf.xzRV5U6O6QhScxZKI84h.jpg,OWLv2,1,3,1.280227
2474,000098_jpg.rf.xzRV5U6O6QhScxZKI84h.jpg,Grounding DINO,1,29,0.342742
1932,000180_jpg.rf.e9HmFtyvX4vFnTDFzTfI.jpg,YOLO fine-tuned,1,1,0.019701
1932,000180_jpg.rf.e9HmFtyvX4vFnTDFzTfI.jpg,OWL-ViT,1,5,0.067721
1932,000180_jpg.rf.e9HmFtyvX4vFnTDFzTfI.jpg,OWLv2,1,20,1.271207
1932,000180_jpg.rf.e9HmFtyvX4vFnTDFzTfI.jpg,Grounding DINO,1,30,0.273398
